Processing file: SRR5723802_colostrum_cutadapter_finalcontigs.fa
>k141_3085 flag=1 multi=12.0000 len=17206
>k141_3086 flag=1 multi=2.0000 len=645
>k141_3087 flag=1 multi=2.0000 len=569
>k141_3088 flag=1 multi=2.0000 len=302
>k141_3089 flag=1 multi=2.0000 len=550
>k141_3312 flag=1 multi=14.0000 len=22528
>k141_3313 flag=1 multi=3.0000 len=510
>k141_1790 flag=1 multi=2.0000 len=631
>k141_1791 flag=1 multi=2.0000 len=359
>k141_1792 flag=1 multi=1.0000 len=320
>k141_1793 flag=1 multi=2.0000 len=380
>k141_1794 flag=1 multi=3.0000 len=614
>k141_1795 flag=1 multi=3.0000 len=696
>k141_1796 flag=1 multi=2.0000 len=877
>k141_1797 flag=1 multi=2.0000 len=623
>k141_4751 flag=1 multi=12.9942 len=35022
>k141_4752 flag=1 multi=2.0000 len=383
>k141_4753 flag=1 multi=2.0000 len=471
>k141_4754 flag=1 multi=2.0000 len=512
>k141_4755 flag=1 multi=2.0000 len=370
>k141_3115 flag=0 multi=16.9903 len=36333
>k141_3116 flag=1 multi=2.0000 len=330
>k141_3117 flag=1 multi=1.0000 len=656
>k141_3118 flag=1 multi=11.0000 len=1733
>k141_3119 flag=1 multi=2.0000 len=384
>k141_3120 flag=1 multi=2.0000 len=424
>k141_3121 flag=1 multi=2.0000 len=519
>k141_3122 flag=1 multi=6.0000 len=808
>k141_3123 flag=1 multi=3.0000 len=493
>k141_3124 flag=1 multi=1.0000 len=342
>k141_3125 flag=1 multi=2.0000 len=420
>k141_3126 flag=1 multi=2.0000 len=314
>k141_3127 flag=1 multi=3.0000 len=345
>k141_2132 flag=1 multi=9.0000 len=22718
>k141_2133 flag=1 multi=2.0000 len=602
>k141_4452 flag=1 multi=13.0000 len=4169
>k141_4453 flag=1 multi=2.0000 len=544
>k141_4454 flag=1 multi=2.0000 len=392
>k141_4455 flag=1 multi=3.0000 len=759
>k141_4456 flag=1 multi=3.0000 len=575
>k141_4457 flag=1 multi=2.0000 len=625
>k141_4458 flag=1 multi=2.0000 len=724
>k141_4459 flag=1 multi=2.0000 len=725
>k141_4460 flag=1 multi=1.4667 len=516
>k141_4461 flag=1 multi=1.0000 len=601
>k141_4462 flag=1 multi=2.0000 len=510
>k141_4463 flag=1 multi=2.0000 len=825
>k141_7135 flag=1 multi=9.0000 len=6885
>k141_7136 flag=1 multi=3.0000 len=1333
>k141_7137 flag=1 multi=2.0000 len=392
>k141_3621 flag=1 multi=10.0000 len=36437
>k141_3622 flag=1 multi=2.0000 len=364
>k141_3623 flag=1 multi=3.0000 len=505
>k141_3624 flag=1 multi=1.0000 len=685
>k141_3625 flag=1 multi=1.0000 len=505
>k141_3626 flag=1 multi=3.0000 len=988
>k141_3627 flag=1 multi=2.0000 len=466
>k141_3628 flag=1 multi=3.0000 len=383
>k141_3629 flag=1 multi=3.0000 len=303
>k141_3630 flag=1 multi=2.0000 len=386
>k141_3631 flag=1 multi=1.0000 len=598
>k141_3632 flag=1 multi=2.0000 len=420
>k141_3633 flag=1 multi=3.0000 len=352
>k141_6201 flag=1 multi=16.9597 len=8875
>k141_6202 flag=1 multi=1.0000 len=408
>k141_6203 flag=1 multi=2.0000 len=347
>k141_4293 flag=1 multi=13.0000 len=64400
>k141_4294 flag=1 multi=2.0000 len=876
>k141_4295 flag=1 multi=2.0000 len=650
>k141_4296 flag=1 multi=2.0000 len=340
>k141_4297 flag=1 multi=2.0000 len=383
>k141_3755 flag=1 multi=9.0000 len=5587
>k141_3756 flag=1 multi=3.0000 len=1483
>k141_3757 flag=1 multi=2.0000 len=404
>k141_3758 flag=1 multi=2.0000 len=383
>k141_3759 flag=1 multi=3.0000 len=573
>k141_3760 flag=1 multi=9.0000 len=1723
>k141_3761 flag=1 multi=2.0000 len=309
>k141_5632 flag=0 multi=3.0000 len=272
>k141_5633 flag=1 multi=2.0000 len=652
>k141_5634 flag=1 multi=3.0000 len=405
>k141_5635 flag=1 multi=2.0000 len=510
>k141_5636 flag=1 multi=2.0000 len=553
>k141_5796 flag=1 multi=13.0000 len=17775
>k141_5797 flag=1 multi=2.0000 len=825
>k141_5798 flag=1 multi=2.0000 len=358
>k141_2461 flag=1 multi=18.0000 len=6787
>k141_2462 flag=1 multi=3.0000 len=441
>k141_2463 flag=1 multi=2.0000 len=870
>k141_2464 flag=1 multi=2.0000 len=360
>k141_2465 flag=1 multi=1.9915 len=496
>k141_2466 flag=1 multi=2.0000 len=467
>k141_2467 flag=1 multi=2.0000 len=370
>k141_2468 flag=1 multi=7.0000 len=1269
>k141_2469 flag=1 multi=2.0000 len=871
>k141_2470 flag=1 multi=2.0000 len=752
>k141_2471 flag=1 multi=2.0000 len=437
>k141_2472 flag=1 multi=4.0000 len=645
>k141_3941 flag=1 multi=2.0000 len=306
>k141_3942 flag=1 multi=3.0000 len=392
>k141_3943 flag=1 multi=2.0000 len=325
>k141_3944 flag=1 multi=2.0000 len=464
>k141_3945 flag=1 multi=2.0000 len=1209
>k141_7453 flag=1 multi=2.0000 len=466
>k141_7454 flag=1 multi=2.0000 len=375
>k141_6468 flag=1 multi=9.0000 len=1481
>k141_6469 flag=1 multi=4.0000 len=1400
>k141_6470 flag=1 multi=3.0000 len=690
>k141_6471 flag=1 multi=2.0000 len=418
>k141_6472 flag=1 multi=3.0000 len=1043
>k141_6473 flag=1 multi=2.0000 len=446
>k141_6474 flag=1 multi=2.0000 len=396
>k141_6475 flag=1 multi=2.0000 len=325
>k141_6476 flag=1 multi=3.0000 len=1211
>k141_6477 flag=1 multi=1.0000 len=641
>k141_6046 flag=1 multi=17.0000 len=15848
>k141_6047 flag=1 multi=3.0000 len=1178
>k141_6048 flag=1 multi=3.0000 len=399
>k141_6049 flag=1 multi=3.5697 len=385
>k141_6050 flag=0 multi=3.0000 len=391
>k141_6051 flag=0 multi=1.0000 len=391
>k141_6052 flag=1 multi=3.0000 len=1154
>k141_6053 flag=1 multi=2.0000 len=342
>k141_6892 flag=1 multi=13.0000 len=22534
>k141_6893 flag=1 multi=2.0000 len=887
>k141_6894 flag=1 multi=2.0000 len=321
>k141_6895 flag=1 multi=2.0000 len=1235
>k141_6896 flag=1 multi=2.0000 len=335
>k141_6897 flag=1 multi=2.0000 len=476
>k141_6898 flag=1 multi=1.0000 len=390
>k141_6899 flag=1 multi=2.0000 len=319
>k141_7185 flag=0 multi=11.9967 len=73332
>k141_7186 flag=0 multi=16.7203 len=2658
>k141_3090 flag=1 multi=2.0000 len=788
>k141_3091 flag=1 multi=3.0000 len=385
>k141_3092 flag=1 multi=2.0000 len=303
>k141_3093 flag=1 multi=2.0000 len=341
>k141_3094 flag=1 multi=2.0000 len=309
>k141_3095 flag=1 multi=2.0000 len=803
>k141_3096 flag=1 multi=2.0000 len=937
>k141_3097 flag=1 multi=2.0000 len=359
>k141_3098 flag=1 multi=1.0000 len=390
>k141_3099 flag=1 multi=4.0000 len=1326
>k141_4149 flag=1 multi=10.0000 len=10461
>k141_4150 flag=1 multi=2.0000 len=402
>k141_4151 flag=1 multi=2.0000 len=532
>k141_4152 flag=1 multi=1.0000 len=444
>k141_4153 flag=1 multi=3.0000 len=932
>k141_6508 flag=1 multi=10.9967 len=66168
>k141_6509 flag=1 multi=4.0000 len=534
>k141_6510 flag=1 multi=2.0000 len=388
>k141_6511 flag=1 multi=2.0000 len=597
>k141_6512 flag=1 multi=2.0000 len=431
>k141_6513 flag=1 multi=3.0000 len=471
>k141_6514 flag=1 multi=2.0000 len=752
>k141_6515 flag=1 multi=2.0000 len=696
>k141_6516 flag=1 multi=2.0000 len=424
>k141_6517 flag=1 multi=10.0000 len=553
>k141_3314 flag=1 multi=12.0000 len=10347
>k141_3315 flag=1 multi=2.0000 len=652
>k141_3128 flag=1 multi=2.0000 len=500
>k141_3129 flag=1 multi=2.0000 len=1003
>k141_3130 flag=1 multi=3.0000 len=978
>k141_3131 flag=1 multi=2.0000 len=314
>k141_3132 flag=1 multi=2.5779 len=539
>k141_3133 flag=1 multi=2.0000 len=556
>k141_3134 flag=1 multi=2.0000 len=387
>k141_3135 flag=1 multi=2.0000 len=415
>k141_3136 flag=1 multi=2.0000 len=437
>k141_5226 flag=1 multi=9.0000 len=61842
>k141_5227 flag=1 multi=2.0000 len=352
>k141_5228 flag=1 multi=1.0000 len=382
>k141_5229 flag=1 multi=2.0000 len=546
>k141_2134 flag=1 multi=7.0000 len=8113
>k141_3634 flag=1 multi=3.0000 len=526
>k141_3635 flag=1 multi=2.0000 len=495
>k141_3636 flag=1 multi=2.0000 len=572
>k141_3637 flag=1 multi=2.0000 len=398
>k141_3638 flag=1 multi=2.0000 len=627
>k141_3639 flag=1 multi=2.0000 len=438
>k141_3640 flag=1 multi=2.0000 len=423
>k141_3641 flag=1 multi=1.0000 len=445
>k141_3642 flag=1 multi=3.0000 len=691
>k141_3643 flag=1 multi=2.0000 len=1035
>k141_3644 flag=1 multi=2.0000 len=794
>k141_5757 flag=1 multi=10.0000 len=5170
>k141_5758 flag=1 multi=2.0000 len=447
>k141_6204 flag=1 multi=7.0000 len=1085
>k141_6205 flag=0 multi=1.0000 len=226
>k141_6206 flag=1 multi=2.0000 len=559
>k141_6207 flag=1 multi=2.0000 len=722
>k141_6208 flag=1 multi=2.0000 len=409
>k141_6209 flag=1 multi=2.0000 len=474
>k141_6210 flag=1 multi=2.0000 len=379
>k141_6211 flag=1 multi=2.0000 len=304
>k141_6212 flag=1 multi=2.0000 len=484
>k141_6213 flag=1 multi=2.0000 len=319
>k141_6214 flag=0 multi=1.0000 len=295
>k141_7138 flag=1 multi=6.0000 len=890
>k141_7139 flag=1 multi=2.0000 len=405
>k141_7140 flag=1 multi=3.0000 len=336
>k141_3831 flag=0 multi=20.9844 len=29686
>k141_3832 flag=1 multi=2.0000 len=382
>k141_3833 flag=1 multi=2.0000 len=369
>k141_3834 flag=1 multi=2.0000 len=485
>k141_3835 flag=1 multi=2.1332 len=907
>k141_3836 flag=1 multi=3.0000 len=562
>k141_3837 flag=1 multi=1.0000 len=487
>k141_3838 flag=1 multi=2.0000 len=479
>k141_3839 flag=1 multi=3.0000 len=423
>k141_3840 flag=1 multi=2.0000 len=656
>k141_3841 flag=1 multi=2.0000 len=695
>k141_3842 flag=1 multi=2.0000 len=334
>k141_3843 flag=1 multi=2.0000 len=316
>k141_3762 flag=0 multi=14.3770 len=2831
>k141_3763 flag=1 multi=2.0000 len=551
>k141_3764 flag=1 multi=3.0000 len=934
>k141_3765 flag=1 multi=1.7980 len=745
>k141_3766 flag=1 multi=2.0000 len=780
>k141_3767 flag=1 multi=2.0000 len=363
>k141_3768 flag=1 multi=2.0000 len=305
>k141_3769 flag=1 multi=1.0000 len=553
>k141_3770 flag=1 multi=2.0000 len=536
>k141_4756 flag=1 multi=2.0000 len=713
>k141_4757 flag=1 multi=9.0000 len=4203
>k141_4758 flag=1 multi=2.0000 len=366
>k141_4759 flag=1 multi=3.0000 len=452
>k141_4760 flag=1 multi=2.0000 len=707
>k141_4761 flag=1 multi=1.0000 len=309
>k141_4762 flag=1 multi=2.0000 len=837
>k141_4763 flag=1 multi=2.0000 len=376
>k141_4764 flag=1 multi=3.0000 len=342
>k141_4765 flag=1 multi=2.0000 len=476
>k141_5799 flag=0 multi=9.0000 len=3608
>k141_5800 flag=1 multi=2.0000 len=383
>k141_5801 flag=1 multi=2.0000 len=338
>k141_2473 flag=1 multi=3.0000 len=1859
>k141_2474 flag=1 multi=2.0000 len=652
>k141_2475 flag=1 multi=2.0000 len=510
>k141_2476 flag=1 multi=3.0000 len=408
>k141_2477 flag=1 multi=2.0000 len=626
>k141_2478 flag=1 multi=2.0000 len=438
>k141_2479 flag=1 multi=2.0000 len=834
>k141_3946 flag=1 multi=11.0000 len=7499
>k141_3947 flag=1 multi=3.0000 len=402
>k141_3948 flag=1 multi=2.0000 len=1078
>k141_3949 flag=1 multi=3.0000 len=517
>k141_3950 flag=1 multi=1.0000 len=738
>k141_3951 flag=1 multi=2.0000 len=394
>k141_3952 flag=1 multi=2.0000 len=337
>k141_3953 flag=1 multi=2.0000 len=541
>k141_3954 flag=1 multi=2.0000 len=491
>k141_3955 flag=1 multi=2.0000 len=376
>k141_3956 flag=1 multi=2.0000 len=1151
>k141_7811 flag=0 multi=11.9983 len=146301
>k141_7812 flag=1 multi=2.0000 len=336
>k141_6273 flag=1 multi=11.0000 len=8038
>k141_6274 flag=1 multi=3.0000 len=302
>k141_6275 flag=1 multi=3.0000 len=304
>k141_6276 flag=1 multi=1.9202 len=630
>k141_6277 flag=1 multi=2.0000 len=623
>k141_6278 flag=1 multi=3.0000 len=377
>k141_6279 flag=1 multi=2.0000 len=479
>k141_6280 flag=1 multi=2.0000 len=355
>k141_6281 flag=1 multi=1.0000 len=690
>k141_6282 flag=1 multi=2.0000 len=720
>k141_6900 flag=1 multi=8.0000 len=5726
>k141_6901 flag=1 multi=2.0000 len=993
>k141_6902 flag=1 multi=2.0000 len=640
>k141_6903 flag=1 multi=2.0000 len=526
>k141_6904 flag=1 multi=2.0000 len=395
>k141_6905 flag=1 multi=2.0000 len=311
>k141_6906 flag=1 multi=2.0000 len=697
>k141_7187 flag=1 multi=11.0000 len=8249
>k141_7188 flag=1 multi=2.0000 len=391
>k141_7189 flag=1 multi=2.0000 len=719
>k141_7190 flag=0 multi=1.0000 len=354
>k141_7191 flag=1 multi=2.0000 len=403
>k141_7813 flag=0 multi=12.9951 len=53899
>k141_7814 flag=1 multi=1.0000 len=346
>k141_7392 flag=1 multi=8.0000 len=18523
>k141_7815 flag=1 multi=2.0000 len=587
>k141_7393 flag=1 multi=2.0000 len=579
>k141_7816 flag=1 multi=2.0000 len=435
>k141_7395 flag=1 multi=2.0000 len=368
>k141_7817 flag=1 multi=2.0000 len=364
>k141_7818 flag=1 multi=2.0000 len=531
>k141_7819 flag=1 multi=2.0000 len=315
>k141_7396 flag=1 multi=2.0000 len=807
>k141_7820 flag=1 multi=2.0000 len=307
>k141_7397 flag=1 multi=2.0000 len=341
>k141_7398 flag=1 multi=2.0000 len=304
>k141_7821 flag=1 multi=2.0000 len=515
>k141_7399 flag=1 multi=2.0000 len=339
>k141_7400 flag=1 multi=2.0000 len=379
>k141_7822 flag=1 multi=2.0000 len=476
>k141_7823 flag=1 multi=1.0000 len=529
>k141_7401 flag=1 multi=3.0000 len=742
>k141_7402 flag=1 multi=2.0000 len=517
>k141_7403 flag=1 multi=2.0000 len=303
>k141_7404 flag=1 multi=2.0000 len=789
>k141_7405 flag=1 multi=3.0000 len=647
>k141_7824 flag=1 multi=8.9185 len=11229
>k141_7826 flag=1 multi=2.0000 len=439
>k141_6518 flag=1 multi=12.0000 len=2028
>k141_6519 flag=1 multi=8.0000 len=2509
>k141_6520 flag=1 multi=6.0000 len=1186
>k141_6521 flag=1 multi=3.0000 len=965
>k141_6522 flag=1 multi=3.0000 len=549
>k141_7827 flag=1 multi=19.0000 len=14224
>k141_7828 flag=1 multi=3.0000 len=1949
>k141_7829 flag=1 multi=2.0000 len=458
>k141_7830 flag=1 multi=2.0000 len=369
>k141_7831 flag=1 multi=13.0000 len=2793
>k141_3137 flag=1 multi=8.0000 len=4159
>k141_7832 flag=1 multi=2.0000 len=677
>k141_3138 flag=1 multi=2.0000 len=338
>k141_3139 flag=1 multi=2.0000 len=314
>k141_3140 flag=1 multi=1.7743 len=1364
>k141_3141 flag=1 multi=4.0000 len=651
>k141_3142 flag=1 multi=2.0000 len=407
>k141_3143 flag=1 multi=2.0000 len=514
>k141_3144 flag=1 multi=3.0000 len=563
>k141_3145 flag=1 multi=2.0000 len=695
>k141_3146 flag=1 multi=2.0000 len=432
>k141_3147 flag=1 multi=1.0000 len=316
>k141_3148 flag=1 multi=3.0000 len=638
>k141_5230 flag=1 multi=2.0000 len=789
>k141_5231 flag=1 multi=2.0000 len=375
>k141_5232 flag=1 multi=1.0000 len=302
>k141_5233 flag=1 multi=2.0000 len=495
>k141_5234 flag=1 multi=2.0000 len=1188
>k141_5235 flag=1 multi=2.0000 len=607
>k141_5236 flag=1 multi=2.0000 len=788
>k141_5237 flag=1 multi=2.0000 len=338
>k141_5238 flag=1 multi=3.0000 len=342
>k141_6215 flag=1 multi=10.0000 len=2294
>k141_6216 flag=1 multi=2.0000 len=481
>k141_6217 flag=0 multi=21.0000 len=998
>k141_6218 flag=1 multi=2.0000 len=557
>k141_6219 flag=1 multi=10.0000 len=3305
>k141_6220 flag=1 multi=5.0000 len=578
>k141_2135 flag=1 multi=2.0000 len=560
>k141_2136 flag=1 multi=2.0000 len=316
>k141_2137 flag=1 multi=2.0000 len=495
>k141_2138 flag=1 multi=2.0000 len=733
>k141_2139 flag=1 multi=2.0000 len=324
>k141_2140 flag=1 multi=1.0000 len=314
>k141_2141 flag=1 multi=3.0000 len=820
>k141_2142 flag=1 multi=4.0000 len=455
>k141_2143 flag=1 multi=3.0000 len=983
>k141_2144 flag=1 multi=2.0000 len=579
>k141_7141 flag=1 multi=15.0000 len=12559
>k141_7142 flag=1 multi=2.0000 len=321
>k141_7143 flag=1 multi=3.0000 len=419
>k141_3771 flag=1 multi=8.0000 len=5415
>k141_3772 flag=1 multi=2.0000 len=421
>k141_3773 flag=1 multi=2.0000 len=821
>k141_3774 flag=1 multi=2.0000 len=421
>k141_3775 flag=1 multi=2.0000 len=392
>k141_3776 flag=1 multi=2.0000 len=354
>k141_3777 flag=1 multi=3.0000 len=712
>k141_3778 flag=1 multi=3.0000 len=1029
>k141_4766 flag=1 multi=3.0000 len=832
>k141_4767 flag=1 multi=2.0000 len=823
>k141_4768 flag=1 multi=2.0000 len=483
>k141_4769 flag=1 multi=2.0000 len=468
>k141_4770 flag=1 multi=2.0000 len=499
>k141_4771 flag=1 multi=2.0000 len=428
>k141_4772 flag=1 multi=3.0000 len=365
>k141_4773 flag=1 multi=2.0000 len=622
>k141_5802 flag=1 multi=13.0000 len=3993
>k141_5803 flag=1 multi=12.0000 len=9897
>k141_6054 flag=1 multi=12.0000 len=11339
>k141_6907 flag=1 multi=7.0000 len=1547
>k141_6908 flag=1 multi=3.0000 len=308
>k141_7192 flag=1 multi=9.0000 len=6633
>k141_7193 flag=1 multi=2.0000 len=342
>k141_7194 flag=1 multi=3.0000 len=501
>k141_7195 flag=1 multi=2.0000 len=566
>k141_7196 flag=1 multi=1.0000 len=304
>k141_6523 flag=1 multi=7.0000 len=3165
>k141_6524 flag=1 multi=2.0000 len=382
>k141_6525 flag=1 multi=2.0000 len=514
>k141_6526 flag=1 multi=2.0000 len=416
>k141_6527 flag=1 multi=2.0000 len=392
>k141_6528 flag=1 multi=2.0000 len=376
>k141_6529 flag=1 multi=4.0000 len=327
>k141_6530 flag=1 multi=2.0000 len=330
>k141_6531 flag=1 multi=2.0000 len=465
>k141_3316 flag=1 multi=14.9491 len=12253
>k141_3317 flag=1 multi=2.0000 len=406
>k141_3318 flag=1 multi=2.0000 len=502
>k141_3319 flag=1 multi=2.0000 len=311
>k141_3320 flag=1 multi=2.0000 len=307
>k141_3321 flag=1 multi=2.0000 len=455
>k141_3322 flag=0 multi=1.0000 len=209
>k141_3323 flag=0 multi=1.0000 len=291
>k141_3324 flag=1 multi=3.0000 len=417
>k141_3325 flag=1 multi=2.0000 len=353
>k141_3326 flag=1 multi=1.0000 len=447
>k141_6221 flag=1 multi=3.0000 len=1794
>k141_6222 flag=1 multi=3.0000 len=876
>k141_7841 flag=0 multi=9.9947 len=37640
>k141_7842 flag=1 multi=2.0000 len=1390
>k141_7144 flag=1 multi=4.0000 len=668
>k141_7145 flag=1 multi=2.0000 len=378
>k141_7146 flag=1 multi=7.0000 len=2469
>k141_7147 flag=1 multi=3.0000 len=445
>k141_7148 flag=1 multi=2.0000 len=334
>k141_7149 flag=1 multi=1.0000 len=420
>k141_7150 flag=1 multi=2.0000 len=382
>k141_7151 flag=1 multi=2.0000 len=397
>k141_7152 flag=1 multi=2.0000 len=519
>k141_7153 flag=1 multi=3.0000 len=859
>k141_7154 flag=1 multi=2.0000 len=1047
>k141_7155 flag=1 multi=2.4906 len=887
>k141_3779 flag=1 multi=2.0000 len=417
>k141_3780 flag=1 multi=2.0000 len=395
>k141_3781 flag=1 multi=2.0000 len=518
>k141_7014 flag=1 multi=16.9906 len=37745
>k141_7015 flag=1 multi=2.0000 len=336
>k141_6055 flag=1 multi=13.0000 len=7892
>k141_6056 flag=1 multi=2.0000 len=375
>k141_6057 flag=1 multi=2.0000 len=527
>k141_6058 flag=1 multi=2.0000 len=792
>k141_6059 flag=1 multi=2.0000 len=432
>k141_5293 flag=1 multi=12.9971 len=91136
>k141_7238 flag=0 multi=13.9668 len=79128
>k141_7239 flag=1 multi=2.0000 len=619
>k141_7240 flag=1 multi=2.0000 len=586
>k141_7241 flag=1 multi=3.0000 len=515
>k141_7242 flag=1 multi=2.0000 len=469
>k141_7243 flag=1 multi=2.0000 len=728
>k141_6283 flag=1 multi=10.0000 len=12097
>k141_6284 flag=1 multi=2.0000 len=448
>k141_6285 flag=1 multi=2.0000 len=390
>k141_6286 flag=1 multi=2.0000 len=434
>k141_6287 flag=1 multi=2.0000 len=754
>k141_6288 flag=1 multi=2.0000 len=534
>k141_6289 flag=1 multi=2.0000 len=636
>k141_7197 flag=1 multi=2.0000 len=891
>k141_7198 flag=1 multi=4.0000 len=1164
>k141_7199 flag=1 multi=1.0000 len=337
>k141_6355 flag=0 multi=11.9951 len=49868
>k141_6356 flag=1 multi=2.0000 len=475
>k141_6357 flag=1 multi=2.0000 len=345
>k141_6358 flag=1 multi=2.0000 len=432
>k141_6359 flag=1 multi=3.0000 len=561
>k141_6360 flag=1 multi=2.0000 len=486
>k141_6361 flag=1 multi=8.0000 len=891
>k141_6362 flag=1 multi=2.0000 len=752
>k141_6363 flag=1 multi=2.0000 len=385
>k141_6364 flag=1 multi=14.0000 len=1412
>k141_6365 flag=1 multi=2.0000 len=635
>k141_6366 flag=1 multi=2.0000 len=704
>k141_6532 flag=0 multi=13.9656 len=8446
>k141_6533 flag=1 multi=3.0000 len=321
>k141_6534 flag=1 multi=2.0000 len=806
>k141_3327 flag=1 multi=3.0000 len=505
>k141_3328 flag=1 multi=2.0000 len=359
>k141_3329 flag=1 multi=3.0000 len=652
>k141_3330 flag=1 multi=7.0000 len=2834
>k141_3957 flag=1 multi=10.0000 len=11766
>k141_3958 flag=1 multi=2.0000 len=397
>k141_3959 flag=1 multi=2.0000 len=622
>k141_3960 flag=1 multi=4.0000 len=419
>k141_3961 flag=1 multi=2.0000 len=418
>k141_3962 flag=1 multi=3.0000 len=496
>k141_3963 flag=1 multi=2.0000 len=1650
>k141_3964 flag=1 multi=4.0000 len=603
>k141_3965 flag=1 multi=4.0000 len=440
>k141_3966 flag=1 multi=4.0000 len=540
>k141_5804 flag=1 multi=6.7035 len=3645
>k141_5805 flag=0 multi=1.0000 len=303
>k141_5806 flag=1 multi=2.0000 len=669
>k141_5807 flag=1 multi=2.0000 len=646
>k141_5808 flag=1 multi=2.0000 len=478
>k141_5809 flag=1 multi=2.0000 len=745
>k141_5810 flag=1 multi=2.0000 len=383
>k141_5811 flag=1 multi=2.0000 len=471
>k141_5812 flag=1 multi=3.0000 len=307
>k141_5813 flag=1 multi=2.0000 len=318
>k141_5814 flag=1 multi=2.0000 len=481
>k141_5815 flag=1 multi=2.0000 len=533
>k141_4916 flag=1 multi=16.0000 len=43472
>k141_4917 flag=1 multi=2.0000 len=685
>k141_4918 flag=1 multi=2.0000 len=609
>k141_2145 flag=1 multi=14.0000 len=16369
>k141_2146 flag=1 multi=2.0000 len=389
>k141_2147 flag=1 multi=2.0000 len=513
>k141_2148 flag=1 multi=1.0000 len=381
>k141_7156 flag=1 multi=2.0000 len=570
>k141_7157 flag=1 multi=2.0000 len=398
>k141_7158 flag=1 multi=2.0000 len=360
>k141_7159 flag=1 multi=2.0000 len=490
>k141_7160 flag=1 multi=2.0000 len=399
>k141_7161 flag=1 multi=2.0000 len=357
>k141_7016 flag=1 multi=3.0000 len=748
>k141_7017 flag=1 multi=6.0000 len=2905
>k141_7018 flag=1 multi=3.0000 len=524
>k141_7019 flag=1 multi=2.0000 len=597
>k141_6478 flag=1 multi=12.0000 len=24574
>k141_6479 flag=1 multi=2.0000 len=906
>k141_6480 flag=1 multi=2.0000 len=608
>k141_6060 flag=1 multi=2.0000 len=718
>k141_6061 flag=1 multi=2.0000 len=458
>k141_6062 flag=1 multi=2.0000 len=310
>k141_6063 flag=1 multi=2.0000 len=1362
>k141_7244 flag=1 multi=2.1552 len=663
>k141_7245 flag=1 multi=3.0000 len=1332
>k141_7246 flag=1 multi=1.0000 len=305
>k141_7247 flag=1 multi=2.0000 len=489
>k141_7248 flag=1 multi=1.0000 len=315
>k141_7249 flag=1 multi=2.0000 len=505
>k141_7250 flag=1 multi=3.0000 len=566
>k141_7251 flag=1 multi=2.0000 len=499
>k141_7252 flag=1 multi=2.0000 len=373
>k141_7253 flag=1 multi=2.0000 len=901
>k141_5995 flag=1 multi=15.9941 len=55930
>k141_5996 flag=1 multi=2.0000 len=376
>k141_4298 flag=1 multi=10.0000 len=26918
>k141_4299 flag=1 multi=2.0000 len=391
>k141_4300 flag=1 multi=2.0000 len=339
>k141_4301 flag=1 multi=2.0000 len=318
>k141_4302 flag=1 multi=3.0000 len=1250
>k141_4303 flag=1 multi=15.0000 len=3217
>k141_4304 flag=1 multi=2.0000 len=681
>k141_6367 flag=1 multi=2.0000 len=573
>k141_6368 flag=1 multi=2.0000 len=333
>k141_6535 flag=1 multi=3.0000 len=893
>k141_6536 flag=1 multi=3.0000 len=1472
>k141_3331 flag=1 multi=9.0000 len=5435
>k141_3332 flag=1 multi=2.0000 len=321
>k141_3333 flag=1 multi=2.0000 len=484
>k141_3334 flag=1 multi=3.0000 len=626
>k141_3335 flag=1 multi=2.0000 len=860
>k141_3336 flag=1 multi=3.0000 len=604
>k141_3337 flag=1 multi=2.0000 len=327
>k141_3339 flag=1 multi=3.0000 len=457
>k141_3150 flag=1 multi=10.0000 len=16112
>k141_3151 flag=1 multi=2.0000 len=502
>k141_3152 flag=1 multi=2.0000 len=331
>k141_3153 flag=1 multi=3.0000 len=925
>k141_3154 flag=1 multi=2.0000 len=629
>k141_3155 flag=1 multi=2.0000 len=524
>k141_3156 flag=0 multi=1.9950 len=340
>k141_3157 flag=1 multi=3.0000 len=825
>k141_3158 flag=1 multi=3.0000 len=894
>k141_3159 flag=1 multi=2.0000 len=565
>k141_3160 flag=1 multi=2.0000 len=636
>k141_3161 flag=1 multi=3.0000 len=319
>k141_5816 flag=1 multi=3.0000 len=1235
>k141_5817 flag=1 multi=2.0000 len=409
>k141_5818 flag=1 multi=2.0000 len=487
>k141_5819 flag=1 multi=3.0000 len=939
>k141_4919 flag=0 multi=4.1930 len=597
>k141_4920 flag=1 multi=2.0000 len=587
>k141_2149 flag=1 multi=3.0000 len=406
>k141_2150 flag=1 multi=2.0000 len=324
>k141_2151 flag=1 multi=3.0000 len=647
>k141_2152 flag=1 multi=3.0000 len=313
>k141_2153 flag=1 multi=2.0000 len=736
>k141_2154 flag=1 multi=2.0000 len=887
>k141_2155 flag=1 multi=2.0000 len=318
>k141_2156 flag=1 multi=2.0000 len=378
